case_id,hearing_date,violation_type,decision,amount_due,amount_paid,outstanding
039160066Z,2025-11-25,DEPT. OF BUILDINGS,UNKNOWN,2500,0,2500
1104625F0,2025-10-14,UNKNOWN,UNKNOWN,,,0
25N02263,2025-11-10,UNKNOWN,UNKNOWN,,,0
0550625F1,2025-10-14,UNKNOWN,UNKNOWN,,,0
25N02298,2025-11-10,UNKNOWN,UNKNOWN,,,0
25M02916,2025-10-27,UNKNOWN,UNKNOWN,,,0
25Q02296,2025-10-06,UNKNOWN,UNKNOWN,,,0
25X01612,2025-11-03,UNKNOWN,UNKNOWN,,,0
049226545H,2025-12-10,SANITATION POLICE,UNKNOWN,100,0,100
0929425F1,2025-10-14,UNKNOWN,UNKNOWN,,,0
25M03260,2025-11-24,UNKNOWN,UNKNOWN,,,0
039160020N,2025-11-19,DEPT. OF BUILDINGS,UNKNOWN,1250,0,1250
25N02259,2025-11-10,UNKNOWN,UNKNOWN,,,0
039160073R,2025-11-19,DEPT. OF BUILDINGS,UNKNOWN,2500,0,2500
049297036H,2025-12-10,SANITATION POLICE,NONE,100,0,100
1104025F0,2025-10-14,UNKNOWN,UNKNOWN,,,0
039160028H,2025-11-19,DEPT. OF BUILDINGS,UNKNOWN,1250,0,1250
1103625F0,2025-10-14,UNKNOWN,UNKNOWN,,,0
25M03276,2025-10-27,UNKNOWN,UNKNOWN,,,0
25M02857,2025-10-27,UNKNOWN,UNKNOWN,,,0
1102325F0,2025-10-14,UNKNOWN,UNKNOWN,,,0
039160065R,2025-11-25,DEPT. OF BUILDINGS,UNKNOWN,2500,0,2500
039160081R,2025-11-19,DEPT. OF BUILDINGS,UNKNOWN,1250,0,1250
25N02118,2025-10-20,UNKNOWN,UNKNOWN,,,0
039544735J,2025-11-18,DEPT. OF BUILDINGS,UNKNOWN,10000,0,10000
039544752L,2025-11-21,DEPT. OF BUILDINGS,UNKNOWN,2500,0,2500
039159985L,2025-11-19,DEPT. OF BUILDINGS,UNKNOWN,1250,0,1250
039159980M,2025-11-19,DEPT. OF BUILDINGS,UNKNOWN,2500,0,2500
1098825F0,2025-10-14,UNKNOWN,UNKNOWN,,,0
039160012N,2025-11-19,DEPT. OF BUILDINGS,UNKNOWN,10000,0,10000
1101825D0,2025-10-14,UNKNOWN,UNKNOWN,,,0
1107125F0,2025-10-14,UNKNOWN,UNKNOWN,,,0
25N02305,2025-10-06,UNKNOWN,UNKNOWN,,,0
039160121M,2025-11-20,DEPT. OF BUILDINGS,UNKNOWN,2500,0,2500
0342225F1,2025-10-14,UNKNOWN,UNKNOWN,,,0
1106425F0,2025-10-14,UNKNOWN,UNKNOWN,,,0
0476925F1,2025-10-14,UNKNOWN,UNKNOWN,,,0
25M02806,2025-09-29,UNKNOWN,UNKNOWN,,,0
048739105L,2025-12-10,SANITATION VENDOR ENFORCEMENT,UNKNOWN,200,0,200
25T02498,2025-10-24,UNKNOWN,UNKNOWN,,,0
25M03089,2025-10-20,UNKNOWN,UNKNOWN,,,0
039160090Z,2025-11-25,DEPT. OF BUILDINGS,UNKNOWN,1250,0,1250
25T02507,2025-10-24,UNKNOWN,UNKNOWN,,,0
039160033M,2025-11-25,DEPT. OF BUILDINGS,UNKNOWN,2500,0,2500
049286147R,2025-12-10,SANITATION OTHERS,UNKNOWN,50,0,50
049261542X,2025-12-09,SANITATION OTHERS,UNKNOWN,50,0,50
049092796L,2025-12-09,SANITATION RECYCLING,UNKNOWN,50,0,50
039159902R,2025-11-20,DEPT. OF BUILDINGS,UNKNOWN,2500,0,2500
0891038666,2025-10-10,DOH MENTAL HEALTH,UNKNOWN,1000,0,1000
049161435M,2025-12-17,SANITATION VENDOR ENFORCEMENT,UNKNOWN,250,0,250
25X01485,2025-10-27,UNKNOWN,UNKNOWN,,,0
049089845L,2025-12-09,SANITATION VENDOR ENFORCEMENT,UNKNOWN,25,0,25
049385455M,2025-12-10,SANITATION OTHERS,UNKNOWN,75,0,75
039159869Y,2025-11-19,DEPT. OF BUILDINGS,UNKNOWN,2500,0,2500
049175490M,2025-12-10,SANITATION OTHERS,UNKNOWN,50,0,50
25M03156,2025-10-27,UNKNOWN,UNKNOWN,,,0
0773325F1,2025-09-25,UNKNOWN,UNKNOWN,,,0
049246953P,2025-12-09,SANITATION OTHERS,UNKNOWN,50,0,50
049158723J,2025-12-09,SANITATION OTHERS,UNKNOWN,50,0,50
0449925F1,2025-09-30,UNKNOWN,UNKNOWN,,,0
049261548R,2025-12-09,SANITATION OTHERS,UNKNOWN,50,0,50
039159893Y,2025-11-18,DEPT. OF BUILDINGS,UNKNOWN,2500,0,2500
049221398Y,2025-12-10,SANITATION OTHERS,UNKNOWN,50,0,50
049227511Y,2025-12-09,SANITATION RECYCLING,UNKNOWN,50,0,50
039159924H,2025-11-19,DEPT. OF BUILDINGS,UNKNOWN,1250,0,1250
25X01495,2025-10-06,UNKNOWN,UNKNOWN,,,0
049251959M,2025-12-09,SANITATION OTHERS,UNKNOWN,50,0,50
0946825F1,2025-10-10,UNKNOWN,UNKNOWN,,,0
049241523M,2025-12-09,SANITATION RECYCLING,UNKNOWN,50,0,50
049168467Z,2025-12-09,SANITATION OTHERS,UNKNOWN,25,0,25
047887369N,2025-12-09,DOS - ENFORCEMENT AGENTS,UNKNOWN,50,0,50
039159950L,2025-11-18,DEPT. OF BUILDINGS,UNKNOWN,2500,0,2500
039159911Z,2025-11-19,DEPT. OF BUILDINGS,UNKNOWN,2500,0,2500
049289242Z,2025-12-15,SANITATION OTHERS,UNKNOWN,50,0,50
049251961L,2025-12-09,SANITATION OTHERS,UNKNOWN,50,0,50
049273739H,2025-12-15,SANITATION OTHERS,UNKNOWN,50,0,50
049227917Y,2025-12-10,SANITATION OTHERS,UNKNOWN,50,0,50
039544700J,2025-11-21,DEPT. OF BUILDINGS,UNKNOWN,1000,0,1000
049212003X,2025-12-09,DOS - ENFORCEMENT AGENTS,UNKNOWN,50,0,50
049238590P,2025-12-09,SANITATION OTHERS,UNKNOWN,50,0,50
049170275R,2026-02-23,SANITATION POLICE,UNKNOWN,50,0,50
049267274X,2025-12-09,SANITATION RECYCLING,UNKNOWN,100,0,100
039159967H,2025-11-21,DEPT. OF BUILDINGS,UNKNOWN,1250,0,1250
049267276J,2025-12-09,SANITATION RECYCLING,UNKNOWN,100,0,100
0901025F1,2025-10-10,UNKNOWN,UNKNOWN,,,0
049266506L,2025-12-10,SANITATION OTHERS,UNKNOWN,50,0,50
25M02872,2025-09-29,UNKNOWN,UNKNOWN,,,0
049255780K,2025-12-15,DOS - ENFORCEMENT AGENTS,UNKNOWN,50,0,50
049267277L,2025-12-09,SANITATION RECYCLING,UNKNOWN,100,0,100
039159969L,2025-11-21,DEPT. OF BUILDINGS,UNKNOWN,2500,0,2500
0299425F1,2025-10-10,UNKNOWN,UNKNOWN,,,0
049228256K,2025-12-09,SANITATION OTHERS,UNKNOWN,50,0,50
049275495J,2025-12-10,SANITATION OTHERS,UNKNOWN,50,0,50
25N02130,2025-10-20,UNKNOWN,UNKNOWN,,,0
049270433L,2025-12-10,SANITATION RECYCLING,UNKNOWN,50,0,50
039159877Y,2025-11-18,DEPT. OF BUILDINGS,UNKNOWN,1250,0,1250
049157396R,2025-12-09,SANITATION OTHERS,UNKNOWN,50,0,50
049267275H,2025-12-09,SANITATION RECYCLING,UNKNOWN,100,0,100
047887367J,2025-12-09,DOS - ENFORCEMENT AGENTS,UNKNOWN,50,0,50
047887364Y,2025-12-09,DOS - ENFORCEMENT AGENTS,UNKNOWN,50,0,50
048874152X,2025-12-09,SANITATION VENDOR ENFORCEMENT,UNKNOWN,200,0,200
049291473Z,2025-12-15,DOS - ENFORCEMENT AGENTS,UNKNOWN,50,0,50
039159892M,2025-11-19,DEPT. OF BUILDINGS,UNKNOWN,800,0,800
049098012L,2025-12-09,SANITATION VENDOR ENFORCEMENT,UNKNOWN,50,0,50
039159963K,2025-11-20,DEPT. OF BUILDINGS,UNKNOWN,2500,0,2500
049390446R,2025-12-09,SANITATION VENDOR ENFORCEMENT,UNKNOWN,50,0,50
1096325F0,2025-10-10,UNKNOWN,UNKNOWN,,,0
049390445P,2025-12-09,SANITATION RECYCLING,UNKNOWN,250,0,250
049152584L,2025-12-09,SANITATION OTHERS,UNKNOWN,50,0,50
049230133N,2025-12-09,SANITATION RECYCLING,UNKNOWN,50,0,50
049230136Z,2025-12-09,SANITATION RECYCLING,UNKNOWN,100,0,100
049092787J,2025-12-09,SANITATION RECYCLING,UNKNOWN,50,0,50
049134111M,2025-12-10,SANITATION OTHERS,UNKNOWN,50,0,50
0891031956,2025-10-10,DOH MENTAL HEALTH,UNKNOWN,250,0,250
049233399Y,2025-12-10,SANITATION OTHERS,UNKNOWN,50,0,50
049108790Y,2025-12-09,SANITATION OTHERS,UNKNOWN,50,0,50
049089847P,2025-12-09,SANITATION VENDOR ENFORCEMENT,UNKNOWN,25,0,25
049175489P,2025-12-10,SANITATION OTHERS,UNKNOWN,50,0,50
047099292R,2025-12-09,SANITATION OTHERS,UNKNOWN,50,0,50
049262385X,2025-12-09,SANITATION OTHERS,UNKNOWN,50,0,50
039159954Z,2025-11-19,DEPT. OF BUILDINGS,UNKNOWN,1250,0,1250
049092785X,2025-12-09,SANITATION RECYCLING,UNKNOWN,100,0,100
1094825F0,2025-10-10,UNKNOWN,UNKNOWN,,,0
039159923X,2025-11-20,DEPT. OF BUILDINGS,UNKNOWN,1250,0,1250
049092784Y,2025-12-09,SANITATION RECYCLING,UNKNOWN,100,0,100
049390453P,2025-12-09,SANITATION VENDOR ENFORCEMENT,UNKNOWN,250,0,250
039159951N,2025-11-18,DEPT. OF BUILDINGS,UNKNOWN,2500,0,2500
1097425F0,2025-10-10,UNKNOWN,UNKNOWN,,,0
0891021670,2025-10-10,DOH MENTAL HEALTH,UNKNOWN,300,0,300
049284308J,2025-12-17,SANITATION RECYCLING,UNKNOWN,50,0,50
048874151Y,2025-12-09,SANITATION VENDOR ENFORCEMENT,UNKNOWN,50,0,50
1095925D0,2025-10-10,UNKNOWN,UNKNOWN,,,0
0219459516,2025-09-17,NYC SHERIFF,UNKNOWN,10000,0,10000
049283791Y,2025-12-09,SANITATION OTHERS,UNKNOWN,50,0,50
049261541Y,2025-12-09,SANITATION OTHERS,UNKNOWN,50,0,50
0703999726,2025-12-17,DEPT OF TRANSPORTATION,UNKNOWN,1200,0,1200
049240831J,2025-12-09,SANITATION OTHERS,UNKNOWN,50,0,50
049291474K,2025-12-15,DOS - ENFORCEMENT AGENTS,UNKNOWN,50,0,50
049088906L,2025-12-09,DOS - ENFORCEMENT AGENTS,UNKNOWN,50,0,50
049390454R,2025-12-09,SANITATION VENDOR ENFORCEMENT,UNKNOWN,50,0,50
049243932M,2025-12-09,SANITATION OTHERS,UNKNOWN,50,0,50
039544710N,2025-11-20,DEPT. OF BUILDINGS,UNKNOWN,2400,0,2400
047887368L,2025-12-09,DOS - ENFORCEMENT AGENTS,UNKNOWN,50,0,50
049085171X,2025-12-09,SANITATION OTHERS,UNKNOWN,25,0,25
049149106J,2025-12-15,SANITATION OTHERS,UNKNOWN,50,0,50
049285394J,2025-12-10,SANITATION OTHERS,UNKNOWN,50,0,50
1066725F1,2025-10-02,UNKNOWN,UNKNOWN,,,0
049124556X,2025-12-10,SANITATION OTHERS,UNKNOWN,50,0,50
047887363M,2025-12-09,DOS - ENFORCEMENT AGENTS,UNKNOWN,100,0,100
039159863N,2025-11-21,DEPT. OF BUILDINGS,UNKNOWN,5000,0,5000
049170277K,2026-02-23,SANITATION POLICE,UNKNOWN,50,0,50
047794093Z,2025-12-09,SANITATION OTHERS,UNKNOWN,50,0,50
039159929R,2025-11-18,DEPT. OF BUILDINGS,UNKNOWN,2500,0,2500
048911763P,2025-12-15,SANITATION OTHERS,UNKNOWN,50,0,50
039159897L,2025-11-18,DEPT. OF BUILDINGS,UNKNOWN,2500,0,2500
039159849R,2025-11-19,DEPT. OF BUILDINGS,UNKNOWN,2500,0,2500
1096125D0,2025-10-10,UNKNOWN,UNKNOWN,,,0
0086225F1,2025-10-10,UNKNOWN,UNKNOWN,,,0
1098025F0,2025-10-10,UNKNOWN,UNKNOWN,,,0
049092791M,2025-12-09,SANITATION RECYCLING,UNKNOWN,50,0,50
049157598P,2025-12-09,DOS - ENFORCEMENT AGENTS,UNKNOWN,50,0,50
039159843X,2025-11-19,DEPT. OF BUILDINGS,UNKNOWN,1250,0,1250
049132951X,2025-12-09,SANITATION OTHERS,UNKNOWN,50,0,50
049277729M,2025-12-10,SANITATION OTHERS,UNKNOWN,50,0,50
0703999771,2025-12-15,DEPT OF TRANSPORTATION,UNKNOWN,250,0,250
049245637Z,2025-12-09,SANITATION OTHERS,UNKNOWN,50,0,50
049104187L,2025-12-09,SANITATION OTHERS,UNKNOWN,50,0,50
049226544X,2025-12-10,SANITATION POLICE,UNKNOWN,50,0,50
0703999331,2025-12-18,DEPT OF TRANSPORTATION,UNKNOWN,1200,0,1200
1093725F0,2025-10-10,UNKNOWN,UNKNOWN,,,0
039160145R,2025-11-20,DEPT. OF BUILDINGS,UNKNOWN,1600,0,1600
0703999744,2025-12-17,DEPT OF TRANSPORTATION,UNKNOWN,1200,0,1200
049152586P,2025-12-09,SANITATION OTHERS,UNKNOWN,50,0,50
039159932H,2025-11-18,DEPT. OF BUILDINGS,UNKNOWN,1250,0,1250
049277832K,2025-12-09,SANITATION OTHERS,UNKNOWN,50,0,50
014204952H,2025-10-30,FIRE DEPARTMENT OF NYC,NONE,0,0,0
1098425F0,2025-10-10,UNKNOWN,UNKNOWN,,,0
049188352R,2026-01-26,DOS - ENFORCEMENT AGENTS,UNKNOWN,25,0,25
0733225F1,2025-10-14,UNKNOWN,UNKNOWN,,,0
049104186J,2025-12-09,SANITATION OTHERS,UNKNOWN,50,0,50
049199743H,2025-12-09,SANITATION OTHERS,UNKNOWN,50,0,50
049270426N,2025-12-10,SANITATION RECYCLING,UNKNOWN,50,0,50
047099290N,2025-12-09,SANITATION OTHERS,UNKNOWN,50,0,50
049132018Z,2025-12-09,SANITATION RECYCLING,UNKNOWN,50,0,50
047512691K,2025-12-09,DOS - ENFORCEMENT AGENTS,UNKNOWN,50,0,50
049011353P,2026-01-30,DOS - ENFORCEMENT AGENTS,UNKNOWN,50,0,50
039159835X,2025-11-18,DEPT. OF BUILDINGS,UNKNOWN,1600,0,1600
25G00158,2025-10-23,UNKNOWN,UNKNOWN,,,0
049251960J,2025-12-09,SANITATION OTHERS,UNKNOWN,50,0,50
049187996H,2025-12-09,SANITATION OTHERS,UNKNOWN,50,0,50
049092795J,2025-12-09,SANITATION RECYCLING,UNKNOWN,50,0,50
049284307H,2025-12-15,SANITATION RECYCLING,UNKNOWN,50,0,50
049011354R,2026-01-30,DOS - ENFORCEMENT AGENTS,UNKNOWN,50,0,50
049238997R,2025-12-09,SANITATION OTHERS,UNKNOWN,50,0,50
049110994Z,2025-12-09,SANITATION OTHERS,UNKNOWN,50,0,50
039544709X,2025-11-18,DEPT. OF BUILDINGS,UNKNOWN,2500,0,2500
049021799Z,2025-12-09,SANITATION OTHERS,UNKNOWN,50,0,50
039159946Z,2025-11-20,DEPT. OF BUILDINGS,UNKNOWN,2500,0,2500
014204953J,2025-10-27,FIRE DEPARTMENT OF NYC,NONE,0,0,0
049081668N,2026-01-09,SANITATION POLICE,UNKNOWN,50,0,50
049136314L,2025-12-10,SANITATION OTHERS,UNKNOWN,50,0,50
049267795L,2025-12-30,DOS - ENFORCEMENT AGENTS,UNKNOWN,50,0,50
049187995X,2025-12-09,SANITATION OTHERS,UNKNOWN,50,0,50
049256563Z,2025-12-09,SANITATION OTHERS,UNKNOWN,25,0,25
1097125F0,2025-10-14,UNKNOWN,UNKNOWN,,,0
049256571Z,2025-12-09,SANITATION OTHERS,UNKNOWN,50,0,50
0937925F1,2025-10-14,UNKNOWN,UNKNOWN,,,0
049195249Y,2025-12-15,SANITATION OTHERS,UNKNOWN,25,0,25
039159838L,2025-11-18,DEPT. OF BUILDINGS,UNKNOWN,2500,0,2500
049246573N,2025-12-09,SANITATION OTHERS,UNKNOWN,50,0,50
039159945R,2025-11-20,DEPT. OF BUILDINGS,UNKNOWN,5000,0,5000
049266951J,2025-12-09,SANITATION OTHERS,UNKNOWN,50,0,50
049243518R,2025-12-09,SANITATION OTHERS,UNKNOWN,50,0,50
049121795J,2025-12-09,SANITATION OTHERS,UNKNOWN,50,0,50
049212002Y,2025-12-09,DOS - ENFORCEMENT AGENTS,UNKNOWN,50,0,50
049270430X,2025-12-10,SANITATION RECYCLING,UNKNOWN,50,0,50
048998495M,2025-12-09,SANITATION OTHERS,UNKNOWN,50,0,50
049147760P,2025-12-09,SANITATION OTHERS,UNKNOWN,100,0,100
039159964M,2025-11-20,DEPT. OF BUILDINGS,UNKNOWN,1600,0,1600
049147766X,2025-12-09,SANITATION OTHERS,UNKNOWN,50,0,50
0180625F2,2025-10-10,UNKNOWN,UNKNOWN,,,0
039159848P,2025-11-18,DEPT. OF BUILDINGS,UNKNOWN,500,0,500
049134112Y,2025-12-10,SANITATION OTHERS,UNKNOWN,50,0,50
049270425L,2025-12-10,SANITATION RECYCLING,UNKNOWN,50,0,50
039159931X,2025-11-19,DEPT. OF BUILDINGS,UNKNOWN,1250,0,1250
047099287M,2025-12-09,SANITATION OTHERS,UNKNOWN,50,0,50
049226537H,2025-12-10,SANITATION POLICE,UNKNOWN,50,0,50
049194459H,2025-12-10,SANITATION OTHERS,UNKNOWN,50,0,50
049092783M,2025-12-09,SANITATION RECYCLING,UNKNOWN,50,0,50
047099289X,2025-12-09,SANITATION OTHERS,UNKNOWN,50,0,50
049218314K,2025-12-10,SANITATION OTHERS,UNKNOWN,50,0,50
049081665H,2026-01-09,SANITATION POLICE,UNKNOWN,50,0,50
049230139Y,2025-12-09,SANITATION RECYCLING,UNKNOWN,100,0,100
039544695Y,2025-11-20,DEPT. OF BUILDINGS,UNKNOWN,2500,0,2500
039159910R,2025-11-19,DEPT. OF BUILDINGS,UNKNOWN,2500,0,2500
049275494H,2025-12-10,SANITATION OTHERS,UNKNOWN,50,0,50
049081669P,2026-01-09,SANITATION POLICE,UNKNOWN,50,0,50
049247678Y,2025-12-09,SANITATION OTHERS,UNKNOWN,50,0,50
039159816K,2025-11-19,DEPT. OF BUILDINGS,UNKNOWN,250,0,250
049267272M,2025-12-09,SANITATION RECYCLING,UNKNOWN,25,0,25
049270435P,2025-12-10,SANITATION RECYCLING,UNKNOWN,100,0,100
049196380Y,2025-12-09,SANITATION OTHERS,UNKNOWN,50,0,50
049277730J,2025-12-10,SANITATION OTHERS,UNKNOWN,50,0,50
049089844J,2025-12-09,SANITATION VENDOR ENFORCEMENT,UNKNOWN,25,0,25
049270428R,2025-12-10,SANITATION RECYCLING,UNKNOWN,50,0,50
0703999350,2025-12-18,DEPT OF TRANSPORTATION,UNKNOWN,1200,0,1200
049273740P,2025-12-15,SANITATION OTHERS,UNKNOWN,50,0,50
049188774R,2025-12-10,SANITATION OTHERS,UNKNOWN,25,0,25
0703999340,2025-12-18,DEPT OF TRANSPORTATION,UNKNOWN,1200,0,1200
049188351P,2026-01-26,DOS - ENFORCEMENT AGENTS,UNKNOWN,25,0,25
1096525F0,2025-10-10,UNKNOWN,UNKNOWN,,,0
039159846L,2025-11-19,DEPT. OF BUILDINGS,UNKNOWN,1250,0,1250
049222299N,2025-12-09,SANITATION OTHERS,UNKNOWN,50,0,50
039544688X,2025-11-21,DEPT. OF BUILDINGS,UNKNOWN,5000,0,5000
039159894X,2025-11-19,DEPT. OF BUILDINGS,UNKNOWN,1250,0,1250
049222300L,2025-12-09,SANITATION OTHERS,UNKNOWN,50,0,50
048841520J,2025-12-10,SANITATION OTHERS,UNKNOWN,50,0,50
1094225F0,2025-10-10,UNKNOWN,UNKNOWN,,,0
049278010X,2025-12-15,SANITATION OTHERS,UNKNOWN,50,0,50
039159936P,2025-11-20,DEPT. OF BUILDINGS,UNKNOWN,2500,0,2500
049092794H,2025-12-09,SANITATION RECYCLING,UNKNOWN,50,0,50
1093825F0,2025-10-10,UNKNOWN,UNKNOWN,,,0
1323724F1,2025-10-10,UNKNOWN,UNKNOWN,,,0
049247677M,2025-12-09,SANITATION OTHERS,UNKNOWN,50,0,50
1098125F0,2025-10-10,UNKNOWN,UNKNOWN,,,0
039544708Y,2025-11-18,DEPT. OF BUILDINGS,UNKNOWN,1250,0,1250
039159840K,2025-11-18,DEPT. OF BUILDINGS,UNKNOWN,500,0,500
1093625F0,2025-10-10,UNKNOWN,UNKNOWN,,,0
039544696X,2025-11-20,DEPT. OF BUILDINGS,UNKNOWN,2500,0,2500
039159948M,2025-11-20,DEPT. OF BUILDINGS,UNKNOWN,1250,0,1250
039544690P,2025-11-19,DEPT. OF BUILDINGS,UNKNOWN,5000,0,5000
039159925J,2025-11-19,DEPT. OF BUILDINGS,UNKNOWN,5000,0,5000
1095025D0,2025-10-10,UNKNOWN,UNKNOWN,,,0
046983132Z,2025-12-09,SANITATION OTHERS,UNKNOWN,50,0,50
049124557H,2025-12-10,SANITATION OTHERS,UNKNOWN,50,0,50
049272170H,2025-12-10,SANITATION OTHERS,UNKNOWN,50,0,50
049261543H,2025-12-09,SANITATION OTHERS,UNKNOWN,50,0,50
1097025F0,2025-10-10,UNKNOWN,UNKNOWN,,,0
039159839N,2025-11-19,DEPT. OF BUILDINGS,UNKNOWN,625,0,625
039544693K,2025-11-20,DEPT. OF BUILDINGS,UNKNOWN,5000,0,5000
039159935N,2025-11-19,DEPT. OF BUILDINGS,UNKNOWN,25000,0,25000
049270434N,2025-12-10,SANITATION RECYCLING,UNKNOWN,50,0,50
049267279P,2025-12-09,SANITATION RECYCLING,UNKNOWN,100,0,100
049259516J,2025-12-09,SANITATION OTHERS,UNKNOWN,50,0,50
049291475M,2025-12-15,DOS - ENFORCEMENT AGENTS,UNKNOWN,50,0,50
049092790K,2025-12-09,SANITATION RECYCLING,UNKNOWN,50,0,50
0703999762,2025-12-18,DEPT OF TRANSPORTATION,UNKNOWN,1200,0,1200
039544681N,2025-11-18,DEPT. OF BUILDINGS,UNKNOWN,1000,0,1000
049275083N,2025-12-10,SANITATION OTHERS,UNKNOWN,50,0,50
049226536X,2025-12-10,SANITATION POLICE,UNKNOWN,50,0,50
049262372R,2025-12-09,SANITATION OTHERS,UNKNOWN,100,0,100
049279415Z,2025-12-10,SANITATION OTHERS,UNKNOWN,50,0,50
049109663X,2025-12-15,SANITATION OTHERS,UNKNOWN,50,0,50
039159836H,2025-11-18,DEPT. OF BUILDINGS,UNKNOWN,2500,0,2500
049255787N,2025-12-15,DOS - ENFORCEMENT AGENTS,UNKNOWN,50,0,50
049189554J,2025-12-10,SANITATION OTHERS,UNKNOWN,100,0,100
1096725F0,2025-10-10,UNKNOWN,UNKNOWN,,,0
049065580Z,2025-12-09,SANITATION OTHERS,UNKNOWN,50,0,50
049233398M,2025-12-10,SANITATION OTHERS,UNKNOWN,50,0,50
049256568H,2025-12-09,SANITATION OTHERS,UNKNOWN,50,0,50
1044924F1,2025-10-10,UNKNOWN,UNKNOWN,,,0
049241777M,2025-12-09,SANITATION OTHERS,UNKNOWN,50,0,50
039159880P,2025-11-18,DEPT. OF BUILDINGS,UNKNOWN,1250,0,1250
039544711P,2025-11-19,DEPT. OF BUILDINGS,UNKNOWN,1250,0,1250
049267799Z,2025-12-30,DOS - ENFORCEMENT AGENTS,UNKNOWN,50,0,50
049270298H,2025-12-09,SANITATION OTHERS,UNKNOWN,50,0,50
049132019K,2025-12-09,SANITATION RECYCLING,UNKNOWN,50,0,50
049136313J,2025-12-10,SANITATION OTHERS,UNKNOWN,50,0,50
039159820N,2025-11-18,DEPT. OF BUILDINGS,UNKNOWN,1250,0,1250
049081671Y,2026-01-09,SANITATION POLICE,UNKNOWN,50,0,50
049267273Y,2025-12-09,SANITATION RECYCLING,UNKNOWN,100,0,100
049053688M,2025-12-10,SANITATION OTHERS,UNKNOWN,50,0,50
049132948P,2025-12-09,SANITATION OTHERS,UNKNOWN,50,0,50
1096825F0,2025-10-10,UNKNOWN,UNKNOWN,,,0
049119799Y,2025-12-09,SANITATION OTHERS,UNKNOWN,50,0,50
049147765Y,2025-12-09,SANITATION OTHERS,UNKNOWN,50,0,50
039544716Y,2025-11-21,DEPT. OF BUILDINGS,UNKNOWN,5000,0,5000
049247334K,2025-12-10,SANITATION OTHERS,UNKNOWN,50,0,50
049259741X,2025-12-09,SANITATION OTHERS,UNKNOWN,50,0,50
039544714K,2025-11-21,DEPT. OF BUILDINGS,UNKNOWN,1250,0,1250
049026960Z,2025-12-09,SANITATION OTHERS,UNKNOWN,50,0,50
049081670M,2026-01-09,SANITATION POLICE,UNKNOWN,50,0,50
039159916H,2025-11-19,DEPT. OF BUILDINGS,UNKNOWN,500,0,500
0703999753,2025-12-17,DEPT OF TRANSPORTATION,UNKNOWN,1200,0,1200
049250129Z,2025-12-09,SANITATION OTHERS,UNKNOWN,50,0,50
039159864P,2025-11-19,DEPT. OF BUILDINGS,UNKNOWN,1250,0,1250
047512688J,2025-12-09,DOS - ENFORCEMENT AGENTS,UNKNOWN,100,0,100
049260901Y,2025-12-10,SANITATION OTHERS,UNKNOWN,50,0,50
039159831Z,2025-11-19,DEPT. OF BUILDINGS,UNKNOWN,1250,0,1250
049158722H,2025-12-09,SANITATION OTHERS,UNKNOWN,50,0,50
047512689L,2025-12-09,DOS - ENFORCEMENT AGENTS,UNKNOWN,50,0,50
039544692Z,2025-11-20,DEPT. OF BUILDINGS,UNKNOWN,2500,0,2500
049269320R,2025-12-09,SANITATION OTHERS,UNKNOWN,50,0,50
1094125F0,2025-10-14,UNKNOWN,UNKNOWN,,,0
049241522K,2025-12-09,SANITATION RECYCLING,UNKNOWN,50,0,50
049149109P,2025-12-15,SANITATION OTHERS,UNKNOWN,50,0,50
049226535Y,2025-12-10,SANITATION POLICE,UNKNOWN,50,0,50
049149104X,2025-12-15,SANITATION OTHERS,UNKNOWN,50,0,50
047794094K,2025-12-09,SANITATION OTHERS,UNKNOWN,50,0,50
047887362K,2025-12-09,DOS - ENFORCEMENT AGENTS,UNKNOWN,50,0,50
049255784H,2025-12-15,DOS - ENFORCEMENT AGENTS,UNKNOWN,50,0,50
049119797K,2025-12-09,SANITATION OTHERS,UNKNOWN,50,0,50
039544694M,2025-11-20,DEPT. OF BUILDINGS,UNKNOWN,2500,0,2500
039544699L,2025-11-19,DEPT. OF BUILDINGS,UNKNOWN,2500,0,2500
049065579L,2025-12-09,SANITATION OTHERS,UNKNOWN,50,0,50
049149105H,2025-12-15,SANITATION OTHERS,UNKNOWN,50,0,50
049390451L,2025-12-09,SANITATION VENDOR ENFORCEMENT,UNKNOWN,200,0,200
049261547P,2025-12-09,SANITATION OTHERS,UNKNOWN,50,0,50
049246954R,2025-12-09,SANITATION OTHERS,UNKNOWN,50,0,50
049212000K,2025-12-09,DOS - ENFORCEMENT AGENTS,UNKNOWN,50,0,50
039544720R,2025-11-19,DEPT. OF BUILDINGS,UNKNOWN,2500,0,2500
049254333Y,2025-12-10,SANITATION OTHERS,UNKNOWN,25,0,25
049199744J,2025-12-09,SANITATION OTHERS,UNKNOWN,50,0,50
039544698J,2025-11-19,DEPT. OF BUILDINGS,UNKNOWN,5000,0,5000
039544705Z,2025-11-18,DEPT. OF BUILDINGS,UNKNOWN,2500,0,2500
049230138M,2025-12-09,SANITATION RECYCLING,UNKNOWN,50,0,50
039159904K,2025-11-19,DEPT. OF BUILDINGS,UNKNOWN,1250,0,1250
049081663Y,2026-01-09,SANITATION POLICE,UNKNOWN,50,0,50
049267280M,2025-12-09,SANITATION RECYCLING,UNKNOWN,50,0,50
049259517L,2025-12-09,SANITATION OTHERS,UNKNOWN,50,0,50
